classe; mensagem 
2;ignorância é a sua,de falar coisas sem saber,por isso muita gente não gosta de rodeio,,onde é que voce viu um animal ter seus testiculos amarrados,vá ver de perto antes de vomitar palavras sem saber,se voce apertar o testiculos de animal ele deita e não pula,conheça,se quiser debater alguma coisa sobre esses eventos,,ninguém aqui vai na sua casa te falar o que é cultura e o que não é. viva como voce gosta e deixe as pessoas fazerem o que gosta pois voce gostando ou não vamos continuar fazendo o que gostamos,não é da sua conta 
2;quanta ignorância sua,,nos diga onde e quando voce viu algum animal com o saco amarrado,,se caso ver pode nos chamar que nos mesmo vamos ajudar voce a combater isso..conheça,informe se,antes de falar tanta besteira. 
2;quanta ignorância a sua,,por isso que as pessoas que votam sim não veem,justificativas nas suas palavras,,nenhum animal tem testiculos algum apertado,conheça antes de dar esses depoimentos ignorantes e irreais,conheça,informo-se,aprenda. 
2;e onde e quando que você viu algum animal com testículos apertados ?? e ainda chama pessoas de ignorantes se quer ajudar continue no seu mundo ou aprenda sobre o nosso. 
2;quem é você para chamar alguém aqui de ignorante,uma pessoa que acha que os animais tem os testículos apertados,conheça,informe-se,,e nem precisa se não quiser ,esse esporte é feito para quem gosta se voce não gosta o problema é seu,cuide da sua vida que da nossa cuidamos nós.não vamos na sua casa te falar do que voce tem que gostar. 
2;e onde e quando mesmo que voce viu um animal com o saco apertado?? não fale besteiras sem saber ,se não gosta respeita,não vamos na sua cada falar do que voce tem que gostar,vã atras da sua turma com certeza essa não é ela. 
2;e onde e quando mesmo voce viu um animal com o saco apertado ?? não fale besteiras sem saber,vá procurar sua turma,com certeza não é essa,senão gosta respeita,não vamos na sua casa te falar do que voce tem que gostar. 
2;onde é que voce algum animal com saco amarrado ??? so se for o seu os nossos não tem saco nenhum amarado.ignorância a sua de falar coisas sem saber,talvez voce seja o ignorante aqui. 
2;quanta ignorância a sua,onde que voce viu algum animal com saco apertado,,conheça antes de falar, se não gosta respeite quem gosta,ninguém vai atras de voce para te falar do que voce tem que gostar. 
2;onde e quando voce viu algum animal com o saco amarrado com uma corda,,não fale coisas sem saber,se não gosta respeite quem gosta,,não vamos na sua casa te falar do que voce tem que gostar,,se não gosta respeite quem gosta,ignorante é voce de achar que algum animal tem o saco amarrado,conheça antes de falr o que não sabe e nunca viu.vá procurar sua turma talvez la eles sejam menos ignorantes. 
2;ignorância a sua de achar que animais de rodeio tem o saco amarrado com corda,,onde e quando voce viu isso,é por causa de ignorantes como voce que o rodeio fica mal falado,conheça antes de falar ou vá procurar sua turma. 
1;parabéns capitão augusto está chegando a maior festa do peão do brasil e a segunda maior do mundo,,com certeza seu nome será lembrado com muito carinho.
1;parabéns capitão augusto está chegando maior festa sertaneja do brasil e a segunda maior do mundo,estarei por lá com meus cavalos nas provas dos 3 tambores e com certeza seu nome será lembrado por nós com muito carinho. 
1;mais uma vez queria deixar meus parabéns para o capitão augusto ,a senhora ana dos animais acertou porque a votação aqui ficou equilibrada,,as pessoas sertanejas são pessoas mais simples e não sabem votar aqui direito,eu só consegui com a ajuda de um amigo se fosse uma coisa mais simples com certeza esse projeto teria uma votação muito maior a favor,mas votando ou não ou seu nome sera lembrando por todos eventos por onde a gente passar,gostamos do que fazemos e vamos continuar fazendo nos rodeios ou em outros lugares pois estamos em um pais livre e cada um vive como gosta,ninguém vai na casa de ninguém falar como devem viver e o que devem fazer.valeu capitão augusto. 
1;capitão augusto parabéns pela inciativa o mes de agosto é o mes que tem mais festa do peão por todo brasil,eventos esses que empregam milhares de familia ,sabemos que ja existem leis e regras para proteger os animais desde 2002,então sabemos que não estamos fazendo nada errado,o povo que gosta com certeza lembrará do seu nome por todos esses eventos. 
1;capitão augusto,,parabéns pela inciativa,,estivemos em rio verde goiás um dos maiores rodeios do país e agora estamos partindo para barretos a segunda maior festa do peão do mundo e com certeza seu nome será lembrado por lá com muito carinho independente de seu projeto ser aprovado ou não,mas valeu pelo carinho com o povo sertanejo,não sou do campo mas tenho minhas raízes todas voltadas a ele,,meu avó foi peão,meu pai foi adestrados de cavalos eu sou competidor em rodeios e meu filho ja é domador de cavalos tambem,muito obrigado por lembra de nosso povo,,querendo ou não as culturas são diferentes no mundo todo e cada um tem e vive na cultura que quer,sei que tem muita gente que não gosta,pois ninguém é obrigado a gostar somos um povo livre,,mas seria muito bom se respeitassem,pois toda guerra começa justamente onde acaba o respeito. 
1;valeu capitão augusto está chegando a segunda maior festa do peão do mundo festa essa que arrecada mais de 5 milhões de reais para o hospital do cancer todos os anos,independente de seu projeto ser aprovado ou não seu nome sempre será lembrado com muito carinho pelo povo sertanejo. 
1;parabéns capitão augusto por lembrar do povo sertanejo,estamos em um país com o maior rebanho de animais do mundo,estimado em 210 milhões de bovinos,14 milhões de ovinos,35,2 milhões de suínos,14,2 milhões de caprinos,5 milhões de equinos então com certeza somos um país agrícola e com certeza esses eventos são voltados para o povo da terra, povo esse que gosta de interagir com animais,estaremos na segunda maior festa do peão do mundo e com certeza seu nome será bem lembrado por lá,independente de seu projeto ser aprovado ou não seu nome ficará guardado com muito carinho no povo sertanejo. 
1;parabéns capitao estaremos em barretos com a galera dos tambores e com certeza seu nome será bem lembrado por lá. 
1;valeu capitão augusto estivemos em rio verde goias um dos maiores rodeios do país e seu nome foi bem lembrado por lá. 
1;parabéns capitão augusto por lembrar do povo sertanejo,,estaremos esse mes na segunda maior festa do peão do mundo e com certeza lembraremos eu nome por lá 
1;parabéns capitão augusto,estaremos no segundo maior rodeio do mundo em barretos e com certeza seu nome vai ser bem lembrado por lá 
1;muito obrigado capitão augusto esse projeto realmente é voltado para pessoas mais simples,pessoas essas que ficam esquecidas no brasil,,realmente se o povão que gosta de rodeio soubessem votar ou ficassem na internet o dia inteiro,,essa votação ja tinha chegado a milhares e milhares,só na festa de barretos ja foram vendidos mais 180 mil ingressos ,acredito que passarão por lá mais 500 mil pessoas nos 10 dia de festa e com certeza seu nome será bem falado por lá.eu estarei por lá e com certeza serei um dos maiores divulgadores do seu nome. 
1;senhora ana dos animais ou senhor girafales,,como queira ser chamado,,não pesquisando fotos que vove vai ver a realidade de perto se quer conhecer como é como funciona esses tipos de festas deve conhecer com seus proprios olhos,conhecendo fazendas,visitando rodeios e não atras de fotos de internet,,voce deve ter muito tempo sobrando,,pois passa 20 horas por dia nesse site,,vá atras pesquise,,mas vendo não lendo..saiba mais,,aprenda para depois querer debater algum assunto eu não iria debater com voce coisa que eu não conheço de perto.pare de falar tanta besteira voce esta passando por redícula por pessoa que voce julga muito mais burras que voce. 
1;oh galera queria fazer um pedido a ana dos animais ,é uma pessoa muito solitária e não tem com que conversar e a unica diversão para ela é ficar discutindo com quem gosta de rodeio,,ela chama agente ignorante que não sabemos nem votar mas somos a unica opção de bate papo para ela,,vamos ser caridosos não vamos deixar ela falando sozinha,ela é super inteligente mas passa o dia discutindo com gente ignorante,,sera que ela bate bem ?
1;volouuuuu ?? voce não falou que iria deixar a gente falando sozinho,,ahh com certeza não tem com quem conversar, e a unica opção é o pessoal do rodeio,,não tem problema,,pode falar que aqui a gente te faz companhia,,, ta vendo como não somos tão cruéis igual voce imagina. 
1;parabéns capitão augusto,, cutura cada um tem a que gosta ou a que foi criado e é essa é a nossa cultura,quem não gosta deveria ao menos respeitar quem gosta. 
1;voce tem razão ana dos animais e haroldo girafalles,melhor sair do que falar besteiras e coisas sem conhecer,,faça um favor ,,vá procurar sua turma ou vá aprender como vivem,como são tratados e para onde iriam os animais se não fossem para o rodeio. 
1;esse site está realmente perdendo a credibilidade,,todo mundo aqui sabe que ana dos animais e haroldo girafalles são a mesma pessoa,,agora um fala e outro responde,,isso aqui ja virou palhaçada.
1;olha voce fala sozinha,,todos aqui sabemos que haroldo e voce são a mesma pessoa 
1;geeeeenta agora endoidou de vez,,falando sozinha ???minha nossa,procure um psiquiatra por favor. 
3;euuuuuu ri kkkk 
1;vaquejada mais que um esporte mais sim uma profissão <3 #euapoiovaquejada <3 #apenas 
3;é muito dificil mudar a cultura de uma pessoa,,quem gosta de mar,sempre vai gostar de mar,,quem gosta de grandes centros,sempre vai gostar disso,essas pessoas que gostam de se interagir com animais sempre vão gostar de se interagir com animais,,se não for nos rodeios sera em outros lugares,centro de treinamentos,fazendas,pequenas cidades do interior,,o rodeio só foi uma forma de legalizar isso,,onde existem regras e leis a serem cumpridas ,por isso eu acho que os animais estão mais protegidos na legalidade do que na clandestinidade é surreal achar que quem gosta de interagir com animais vai parar se rodeio acabar.somos um pais agricola,,onde vivem 210 milhões de cabeças de gado e mais 5 milhões de cavalos,14 milhões de carneiros,,essas pessoas vão continuar fazendo o que gostam, só que em um lugar sem regras sem lei,sem documentação..por isso eu apoio o capitão augusto. 
3;isso e lindo cada um faz o que gosta c vcs n gosta problema de vcs eu assisto todo ano aqui em rondon do para e n vejo maus tratos nem hum vejo bois bem cuidados e bonitos e gordo
3;cultura ,cada um tem a que foi criado ou a que gosta,,ninguém é obrigado a gostar,,mas sim respeitar,devemos respeitar as diferenças,porque toda guerra começa onde termina o respeito.. 
5;https://m.youtube.com/watch?v=ojn_yc-rjty 
3;as pessoas confundem interagir com animais,,com mal tratar animais,,estamos em um pais agrícola,nosso rebanho é estimado em 210 milhões de cabeça de gado se esses touros não estivem no rodeio com certeza estariam nos 1,4 milhões de cabeça que são batidos mensalmente no brasil,,conheçam como vivem e como são tratados esses touros eu fui ver de perto e me surpreendi,com certeza esses não estão na população dos 1,4 milhões que morrem todos os meses no brasil. 
3;hoje no brasil 1,4 milhoes de cabeças de gado são mortos todos os meses nos matadouros,,talvez os rodeios ainda seja a unica chance que alguns desses animais tenha de não irem parar no mesmo lugar dos 1,4 milhões que são abatidos todos os meses. 
3;pollyana só quem conhece o dia a dia desses animais sabe como os animais de rodeio são privilegiados 
3;daqui a alguns dias começa a festa de barretos,,venha conhecer e veras os animais mais caros e mais bem tratados do brasil,,como voce ve eles não tem muitas escolhas,,é serem usados,,bem tratados e com vida longa ou morrerem ainda na adolecencia,,as escolhas são bem poucas para eles,,mas até que surge haroldo girafales o homem ,mulher que ira salvar um dos maiores rebanho do mundo da morte,,ele libertará os 210 milhoes de animais bovinos do bate,,super haroldo está chegando. 
3;venha para barretos,,visitar os melhores e mais belos animais do brasil,,venha conhecer como é uma festa do peão,pode vir de haroldo ou com seu nome verdadeiro mesmo e veja como o povo sertanejo é legal. 
3;eu li um comentario a seu respeito e achei o mais interessante ,,voce realmente deve ser uma pessoa muito solitária e não tem com quem conversar,,pode vir para as festas do peão que te daremos a maior atenção do mundo..voce deve estar precisando de atenção,,suas companhias devem ser muito ruins.garanto que vai amar o povo sertanejo. 
1;que vida ruim voce teve ter,,fica perdendo seu tempo discutindo com pessoas que não tem nada a ver com voce,,que gostam do que voce não gosta,,sera que voce não tem amigos com quem conversar,,aqui voce não vai convencer ninguém a gostar do que voce gosta,,pare de perder seu tempo,vá atráz de coisa que te deixam feliz,,essas festas não são voltadas para voce e sim para quem gosta. 
1;o haroldo deve ser mesmo um grande idiota ,,voce não vai convencer ninguém a gostar apenas do que voce gosta,,amamos o que fazemos e vamos continuar fazendo com ou sem sua autorização. 
3;meus cavalos morrem de velhos,, e os que vão para provas talvez sejam bem mais felizes que voce,,que deve ser uma mulher solitária que usa nome de homem e perde seu tempo de ficar discutindo com pessoas que não tem nada a ver com voce. 
3;voce é digno de dó meu amigo,,quem interage com animais é porque gosta de animais,,interagir não é mal tratar.gostamos do que fazemos e não é da sua conta se voce gosta ou não..vá atrás das coisas que voce gosta ,não perca seu tempo tentando mudar nossos gostos,,vamos continuar interagindo nos rodeios ou em outros lugares,talvez seja bem mais agradável a companhia de um animal do que a sua ,que deve ser um mala daqueles,nem amigo deve ter porque fica o dia inteiro aqui nesse site,,olha só da voce,,vai procurar alguma coisa para fazer,,arrume uma ocupação e pare de encher o saco de quem não tem nada a ver com voce. 
3;deixe essa soidão de lado vamos juntos para barretos ver o que é uma festa de verdade,,te faço companhia,,pois voce dever ser muito sozinho,,passa o dia aqui nesse site falando coisas que ninguém quer ouvir ou sei lá se voce é homem mesmo,,não importa,,vamos juntos e cuidado para não se apaixonar,,vou te mostrar o que é uma festa de verdade. 
3;tchau harolda,,as malas ja estão prontas se não quer ir é problema seu fique em casa tomando chá com bolachar depois vá ver uma peça de teatro,,o negócio nosso é um pouco mais divertido,,não tem lugar pra voce..tchausinho 
1;com 15 kg ou mais de comida por dia, veterinario 24hras, exercicios prafortalecer a musculatura (nataçao e etc), pasto verde o ano todo, transporte com segurança e qualidade, se aposentar com 8, 10 anos de vida e ficar num pasto verde...realmente é uma boa escolha 
3;cara na moral antes de vc falar algo procure conhecer primeiro, n julgue por fotos ou videos ou comentarios q vc ve na internet, pois hj em dia é muito facil fazer uma montagem...falo isso pk vivo nesse meio de rodeio e vejo como os animais são tratados... 
3;continue estudando e lendo bons livros e aprenda com eles sobre cultura e verás que as culturas são diferentes,e os gostos tambem,,se não gosta aprenda a respeitar quem gosta. 
3;voce não conhece nada dessa vida,,sai fora,procure sua turma,,nessa voce não tem lugar,não gostamos de homens tão delicados,,ou voce é uma mulher com nome de homem..sei lá o que voce é, o que importa é que estamos de malas prontas para o barretão,,se voce não for sera apenas um a menos,,tchau vai procurar sua turminha,,leia bons livros tome chá com torradas depois um bom filme,,coloque meias e vá dormir. 
3;vou tirar uma foto do animal que irei montar,garanto que ele vai estar bem forte ,musculoso,e sadio,ahh garanto que ninguém vai apertar os testiculos dele tambem,, se quiser te mando depois para voce comparar com os animais que voce conheco e,, se quiser ir junto pode ir de carona comigo,,te arrumo uma credencial..se não quiser curta sua cultura moderna de teatros e leituras,porque a nossa é um pouco diferente,,talvez um pouco mais divertida..com musicas,shows,montarias bailes,cervejas,,caridades,,porque vou ao show do garth brooks e toda a verba sera revertida para o hospital do cancer..leia bastante livros,,fique bastante inteligente e aprenda que esse não é seu lugar,,esse mundo não te pertence,,isso é para quem gosta,,procure sua turminha. 
3;com certeza voce não sabe nada desse mundo,,se não gosta,vai atrás do que gosta não se iluda que voce vai mudar a culturas das pessoas,quem gosta de viver perto do mar sempre vai gostar,,quem gosta de fank,sempre vai gostar,,voce não vai mudar a cabeça das pessoas,não perca seu tempo,faça coisas uteis para a humanidade e esqueça nosso povo. 
3;haroldo estava aqui pensando , ok vamos supor que no seu mundo ideal não tenhamos mais rodeio, qual sera o destino desses animais que hoje são tratados como reis, graças ao retorno que dão? vão todos ser abatidos e não vai ser de forma humanizada como nos frigoríficos pois esse tipo de gado com musculatura desenvolvida não serve mais para frigorifico. e o que muda para as próximas gerações de bovinos? continuarão sendo mortos com 1 ano de vida pra virar picanha. não consigo entender onde esta a vantagens para os animais nessa sua teoria.
2;só na sua cabeça de vento,,os que estão vivos tambem serão abatidos ,,voce tem noção de quanto custa cada cabeça por mes para seus proprietários,,e quem gastaria tanto dinheiro com animais parados,,seria bom se fosse real..as propriedades rurais dão pouco lucro e as despesas tornariam cara demais..voce não entende nada desse mundo,,sai fora vai procurar sua turma..pra mim voce é uma pessoa solitária querendo atenção e achou essa atenção com os cowboys,,mas saiba que tem outras maneiras de ganhar atenção,não precisa ficar o tempo todo falando mal do rodeio,,converse outras coisas,daremos a atenção que voce quer sem brigar. 
2;não fique mais sozinho,,vamos juntos para barretos,,vc fica na minha barraca,,sei que voce não é haroldo mesmo,,voce vai se divertir em uma festa de verdade. 
2;haroldo a questão ai é diferente meu caro ou você é burro de verdade ou se faz, ninguém cria um animal de uma tonelada por que acha bonito é obvio que os que o fazem usam esses animais para algo, no caso dos tropeiros são animais de rodeio. caso o rodeio não exista mais, os tropeiros não teriam mas motivo e nem condições para manter esses animais que seriam abatidos. 
2;oh minha querida não é railuque e sim railux,,a minha caminhonete não é railux é f 250 e bem usada,,mas o que eu compro e onde gasto meu dinheiro não é problema seu,não te devo nada,com meu dinheiro compro o que eu quiser,,não vou na sua casa te falar onde voce deve gastar o seu dinheiro. 
2;oh cara vai procurar o que fazer maluco,,sai fora ,,se voce não gosta.procure para voce o que voce gosta,,no meu caso eu gosto,eu adoro ,eu amo,e não é problema seu se é cultura sua ou não,,procure sua turma,deixe os outros em paz,,vire homem e pare de se entrometer onde não é chamado,se não gosta é só não ir,,as festas de peão não são feitas para pessoas como voce,,voce muito delicadinho para gostar desse tipo de festa.vai fazer alguma coisa,,olha ai nesse site só da vc,,não trabalha não..cuide da sua vida ..vai trabalhar !!! 
2;ué mas de onde viria o dinheiro para tratar desses animais, esses tropeiros hoje vivem do rodeio. 
2;não vem zoar não que você teria medo de chegar perto de um marruco, quem dirá montar. 
2;essas praticas de homem se interagirem com animais sempre existiram no brasil,,por todo interior,,em fazendas em torneiros rurais os rodeios foram uma forma de legalizar essas atividades,,proibindo o rodeio,,voces estariam tirando um direito que os animais ganharam de irem para um lugar com regras e leis.o brasil é um pais rural.nosso rebanho é 210 milhões de cabeça de gado,14 milhões de carneiros,,35,2 milhões de suinos,,5 milhões de cavalos,14,2 milhões de cabrinos,,querendo ou não o brasileiro ainda se interage muito com animais e vão continuar interagindo,,o rodeio é apenas um lugar onde tem que ser seguidos regras e leis, talvez se forem exterminados os animais perderiam muito com issso,pois iriam serem usados em lugares como antes ,sem regras,sem lei. 
2;então cobre as autoridades competentes que fiscalizem os rodeios ilegais e problema resolvido. 
2;exatamente estamos em um pais que menor pode roubar e matar e vão ficar no maximo até21 anos na cadeia e saem de fixa limpa,,temos varios outros assuntos para tratar,,não existe só o rodeio,,ajude a cuidar dessas outras coisas. 
2;haroldo, eu concordo que algumas provas dentro do rodeio poderiam ser extintas como é o caso do bulldogging e do laço de bezerro. porém isso não justifica acabar com o rodeio. 
3;kkkkkkkkkkkkkk realmente eles não tem argumentos, ai agora veio falar do nome da festa, são doentes mentais, tomara que não seja contagioso. 
3;ja to falei volta pra vila, vai dar aula pro chaves professor linguiça 
3;kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk pera ai tomar um folego kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk kkkkkkkkkkkkk 
3;sei que vou perder meu tempo mas vou explicar para esse energúmeno, rodeio é a prova(montaria) festa do peão e o evento que envolve além do rodeio outras atividades como por exemplo queima do alho. como dizia minha avó quando a gente não sabe das coisas é melhor não falar do que passar vergonha. 
5;https://www.youtube.com/watch?v=1nczu4mo6lk 
1;infelizmente para voce a noticia não é boa ja foram vendidos mais de 150 mil ingresso ,só no show do garth brooks ja ultrapassaram os 70 mil,,ahh não fica triste não o show é beneficiente para o hospital do cancer.e outa coisa festa do peão é para que mesmo,,nas festas do peão tem o que ??? teatro?? ou corrida de bicicleta ? 
2;e ai energúmeno satisfeito com a resposta ??? 
2;sai dessa dona harolda nem seu nome é verdadeiro,,pare de ser preocupar se gosta tanto de animais não esqueça que no brasil ainda tem 210 milhoes de cabeças de gado,, 14 milhões de carneiros,,35,2 milhões de porcos,,14,2 milhões de cabras e em torno de 5 milhoes de cavalos,,e voce só se preocupa com um pouquinho,,esquece a gente ,,vai atras da sua turma,,pode ser que um dia o rodeio acabe mas nem eu nem voce vamos mais estar aqui,,se ele acabar nos grandes centros vai continuar no interior nas fazendas,nos torneios e ai vai ser pior,,no rodeio tem leis e regras a serem seguidas,,nesses outros lugares é tudo de qualquer jeito,,não se iluda que lutando contra o rodeio voce vai ajudar algum animal,,voce vai sim,,prejudicar varios animais.os rodeios legalizados foram uma conquista para os animais. 
2;energúmeno, a sua opinião eu quero que se foda, o que importa é que tem marruco pulando alto, tem moda boa , tem cerveja gelada e tem diversão , viva os rodeios e viva as festas de peão!!! 
2;concordo contigo energúmeno não são todas as pessoas que vão na festa de peão por causa do rodeio, cada um elege como evento principal aquilo que acha melhor na festa de peão, na minha opinião e sei que de mais um monte de gente o evento principal é o rodeio. 
1;essa é uma boa oportunidade de conhecer uma festa do peãp,,festa familia,,onde vai desde o avo até o netinho,,tem diversão para toda a família lá..conheça voce tambem que sabe vc se apaixone,,não perca essa oportunidade lá vc vai ver muitas tradiçoes que voce nem conhece,,a queima do alho,fazendinha, e outras atraçoes..vá sim talvez voce esteja precisando relaxar um pouco. 
1;ele não vai jeferson tem medo de encontra o peão algoz da maquina de churros 
1;olha harolda ,chegou uma otima oportunidade de voce conhecer uma festa do peão,,vou levar meu cavalo,para participar dos 3 tambores,,sera um prazer te mostrar como ele é bem tratado e outros animais tambem..te espero em barretos,,mas se identifique com nome verdadeiro,,vai ficar chatos uma mulher chegar com nome de haroldo girafalles. 
1;oh minha querida ninguém quer saber sua opinião,,a festa recebe mais de 500 mil pessoas nos 10 dias de festa e sempre arrecada em torno de 5 milhões de reais para o hospital do cancer quem por lá vai estar preocupado com uma pessoa que nem usa o nome verdadeiro. 
1;bla bla bla bla.... 
1;todos leigos falando apenas o achometro bando de ignorantes !!! 
1;talvez seja bem melhor que a sua..qual é sua cultura..voce gosta e faz o que ? se voce se considera tão mais inteligente e superior,aprenda a lidar com as diferenças..cuide da sua vida,,com certeza voce anda sem fazer nada,,para se preocupar tanto com o capitão araujo. 
1;sera que sua cultura é tão superior assim..o que faz voce da vida além de ficar discutindo com quem gosta de rodeio,, voce ajuda quantos animais ??quantas pessoas carentes,,se voce não sabe vai começar a festa de barretos e com certeza vão doar mais uns 5 ou 6 milhoes para o hospital do cancer de novo,,e voce faz o que ?? alem de ficar batendo boca com quem gosta de rodeio.. 
1;isso e no mexico ,nem no brasil é,então se você nao tem capacidade nem pra ler o titulo do video da fazedo o que aqui 
2;talvez seja melhor que a sua ,,o rebanho brasileiro é 210 milhões de bovinos,14 milhões de ovinos,35,2 milhões de suinos e 14,2 milhões de caprinos portando somos um dos maiores produtores de carne do mundo,,existem varias pessoas,milhares que se interagem com animais o tempo todo e vão continuar interagindo no rodeio ou em outro lugar,,se voce não gosta pare de encher o saco de quem gosta. 
1;infelizmente o povo ainda gosta de festa do peão,para sua tristeza ja foram vendidos mais 150 mil ingressos para a festa do peão de barretos 2015,,que este ano com certeza arrecadará mais uns 5 milhões para o hospital do cancer e voce ajuda com que ?? deve cuidar apenas do seu gatinho e olhe lá.. é uma pena que voce não venha mas se quiser nos visitar sera uma honrra receber voce e ainda voce poderá contribuir par o hospital do cancer assim fará alguma coisa boa. 
1;haroldo esse mês tem barretos acompanhe os noticiários para ver o desuso hauahuhauahuaa 
2;o professor girafales volta pra villa, vai cuidar da dona florinda e dar aula pro chaves. 
2;olha a mulher escondida atras de um nome masculino falando de novo,,voce deve ser desocupada mesmo para se preocupar tanto com quem gosta de rodeio,,voce não tem nada mais importante para fazer se quiser venha até meu sitio ajudar eu cuidar de meus cavalos e pare de falar com mulher voce não é homem ?? 
3;vocês além de colocar qualquer besteira aqui, sequer lêem a matéria, porque nessa matéria está dizendo que o motivo da diminuição do público é devido já a crise econômica que ronda o país e é claro que devido a crise não somente em rodeios mas qualquer viagem diminuem seu idiota.. barretos tem público de toda parte do brasil e do mundo, talvez você não saiba la em uma noite o publico chega a 300 mil pessoas.... 
3;barretos omeça daqui duas semanas ja foram vendidos mais de 200 mil ingressos vai lá dar uma confiridinha no povo sertanejo,,cuidado para não se apaixonar hein. 
3;no meu sitio tenho varios cavalos que participam de rodeios na prova dos 3 tambores e não tem nenhum mal tratado não talvez até bem mais bem tratado que seu gatinho,,se quiser conferir de perto é so vir me visitar as portas estão abertas,, se quer libertar,comece pelo seu gatinho,,interagir não é explorar,,porque não vai nas olimpiadas libertar os cavalos de hipismo ou no joguei cube libertar os cavalos de corrida ou ainda nas pistas de polo,,chega de ignorância,,conheça antes de falar coisas sem saber,onde é que voce foi conferir de perto um touro ou um cavalo de rodeio,,cuide da sua vida se quer ajudar comece pelos animais que morrem de fome no sertão nordestino,ou nos animais abandonados pelas ruas.se não gosta respeite quem gosta. 
3;mas não é entao respeite quem gosta 
2;o único imbecil, retardado, doente mental aqui é você, como eu já disse em outro comentário, todos os os rodeios os quais eu frequento inclusive barretos, não cabe o público dentro das arenas devido o público ter crescido muito, para de conversa fiada ze ruela, papel ou internet aceita qualquer informação, mesmo que falsa. 
2;não é essa a questão , a questão é que minha teoria esta cada vez mais provada e preconceito contra o rodeio e não pelos animais 
2;olha a pessoa que usa até o nome falso voltou,,o que vamos esperar de uma mulher que usa nome de homem. 
2;talvez voce realmente não conheça nada de animais,,tenho alguns cavalos em minha propriedade que fazem prova dos 3 tambores em rodeios, e se quiserem conferir de perto como são tratados as portas estao abertas para voce e qualquer outro que votu não,,não vou parar de criar esses animais só porque quer,,quem é voce ? o que faz para ajudar animais e pessoas carentes ?? então não venha voce falar que todos os animais são mau tratados.. com certeza voce não vai vir até meu sitio pois como uma mulher com nome de homem iria se apresentar. acho que voce deveria cuidar mais da sua vida antes de ficar falando coisa sem saber,,se voce não gosta é problema seu interagimos com animais a milhares de anos,,no meu caso desde de criança e gosto do que faço,,não vou na sua casa te falar do que voce tem que gostar,imagina se eu fosse ai te falar o que voce tem que fazer ou para voce conviver com cavalos o dia todo,com certeza voce não iria gostar..então vamos respeitar quem gosta,,somos livres ou tambem esqueceu disso. 
2;pare de achar que todo mundo que interage com animal mal trata animal,,no meu sitio nehum animal é mal tratado nem os que vão serem abatidos,,pessoas comem carne se voce não gosta respeite quem gosta pois a soja que voce consome com certeza foi plantada em lugares que haviam florestas e la tambem foram mortos varios animais silvestres e nem por isso voce deixou de consumir derivados da soja.aprenda a respeitar as culturas,,cada um tem a que quer,,não queira mudar o mundo e nem ache que o seu é melhor.pare de achar que só voce tem razão,, que é melhor que as outras pessoas,pois tenho certeza que não é melhor que ninguém. 
2;e você girafales tem praticado muito a pesca esportiva? fico pensando como é mutilar a boca de um animal e depois soltar dinovo sem saber si ele vai conseguir sobreviver, conte mais um pouco de pesca esportiva pra gente. 
2;voce deveria ir falar isso tambem nas olimpiadas,,ou no pan americano que acabou domingo sua idiotaaaaa,,animais que são usados no rodeio ainda são diferentes porque se não forem para o rodeio serão mortos..e outra coisa coisa cuida da sua vida se gosta tanto de animais vá até o sertão nordestino lá nessa epoca do ano morrem milhares de fome. 
2;e voce faz o que para ajudar animais ou humanos carentes ??? então vai cuidar da sua vida se não gosta aprenda a respeitar quem gosta.. se quer ajudar vá a africa ajudar crianças que estão comendo barro com agua e sal,ou vá no nordeste onde animais se alimentam apenas de palmas..cada um tem a cultura que quer..se voce gosta ou não é problema seu,,ninguem vai na sua casa te falar como e onde voce tem que viver. 
2;e voce ja foi ao joguei clube falar isso,,ou em exposições de cachorros tambem,,ou talvez em jogos de polo,,então cuida da sua vida cada um vive e faz o que tem vontade,,se gosta de ajudar vai ajudar quem precisa de verdade. 
2;mas infeslizmente não é como voce quer,,muitos animais são usados em muitos esportes diferentes,,joguei clube,polo,corrida de cachorro,corrida de camelo,esportes com cachorros e etc.. se não gosta respeite quem gosta,interagir não é mal tratar o que conhece voce do mundo animal ?? 
1;essa é sua opinião,,não a nossa,,cada um tem a cultura que foi criado ou que deseja,,saiba respeitar as diferenças. a guerra começa onde acaba o respeito. 
2;"então lute para acabar com todas as praticas que ""exploram"" animais hipismo, polo, corridas, policia, cão guia de cego e não direcione seu ódio para o rodeio "
