Opinião; mensagem
2;IDIOTA,,OTÁRIO,IMBECIL ONE VOCE VIU ALGUM ANIMAL COM O SACO AMARRADO,,CONHEÇA ANTES DE FALAR ,,NÃO SEJA VOCE O ANIMAL.
2;QUAL ANIMAL VOCE VIU COM TESTICULOS AMARRADOS SEU BABACA,,ANIMAIS CASTRADOS E EGUAS NEM TEM TESTICULOS,,APRENDA ANTES DE FALAR TANTA BOSTA.
2;se for para marrar os seus,,animais de rodeio não tem seus testiculos amarrados,,conheça antes de falar seu babaca.
2; e o que é cultura para vc.. falta de cultura é alguem falar uma coisa que nunca viu,,me diga onde e quando voce viu um animal de rodeio ser mau tratado,,me fala o nome do agressor e o nome do animal..falar coisas sem saber também é falta de cultura.
2;Falta de cultura também é falar coisas sem nunca ter visto,,conheça aprenda,, para depois falar,,isso também é cultura.
2;CULTURA TAMBEM É FALAR COISAS COM CONHECIMENTO DE CAUSA,,ME DIGA O NOME DO EVENTO E O NOME DO ANIMAL QUE VOCE VIU SER AGREDIDO..FALAR COISAS SEM SABER TAMBÉM É FALTA DE CULTURA..
5;https://www.facebook.com/zedoprato/photos/pb.201742019891237.-2207520000.1442092481./920660911332674/?type=3&theater
3; E uma besta como voce falando coisas sem saber,,me fale onde vc viu um animal sendo ferido,,se viu porque não denunciou o veterinario que era responsavel pelo evento,,ou o proprietario,,porque ja existe uma lei desde 2002 que protege eles de maus tratos.
4;e uma outra palhaça falando o que nunca viu,,onde e quando voce foi conhecer animais de rodeio de perto..nos diga onde voce viu maus tratos que tambem queremos saber.
4;e outra palhaça escrevendo coisas sem saber,,Por acaso voce ja foi ver de perto como vivem e como sao tratados esses animais,,se não foi vá visitar e depois fale coisas com conhecimento de causa.
1;Muitas pessoas aqui falam em cultura,,mas falar coisas sem saber também é falta de cultura.animais de rodeio não são maus tratados,,ja existe uma lei que protege eles de maus tratos desde de 2002 e qualquer um que ver um mau trato pode denunciar,,por isso todos eventos é obrigatorio um medico veterinario responsavel,animais de rodeio tem nutricionista,,veterinarios responsaveis e comida farta..conheçam,aprendam,visitem onde vivem e como vivem esses animais,aprendam,isso tambem é cultura,falar coisas com conhecimento de causa.
3;Falou Tudo Ninguem Maltrata Animais Em Rodeios E Um Bando De Gente Sem Noçao falando OQue Nunca Viu
2;Onde voce viu algum animal de rodeio mau tratado e com requintes de crueldade,,falar coisas sem saber tambem é ignorancia,conhecer antes de falar também é cultura,,aprenda antes de falar coisas sem nunca ter visto.isso tambem é cultura,,falar coisas com conhecimento de causa não seja voce a ignorante,
6;"E a Ana como não tem nada pra fazer, continua denunciado todos comentários do ""SIM"" kkkkkkkkkk.... VAI CAPINAR UM LOTE!!! "
1;Me chamaram de caipira. Pra quem me chamou vou lhe responder: Sou caipira, na verdade tenho orgulho de dizer. Tenho whisky importado para os amigos oferecer, tenho boi na invernada, boiada pra eu vender, da cana eu faço a pinga, pinga pra eu vender, tenho loira no amanhecer e morena no entardecer. Se isso for caipira, quero ser caipira até morrer.
1;eu apoio o rodeio
2;Nestor Albuquerque, 51 anos, sexo femenino pqp., raça do capeta não prestam nem prá fazer fake. Ridículo.
1;Galera não esqueçam! é amanhã, 12/09, á partir das 12:30 hrs  no Canal Rural, a reestréia do programa PBR. O melhor programa de montarias em touros, do brasil.
5;12 Brasileiros vão montar hoje, na PBR/EUA, etapa de Springfield-MO/EUA. Orgulho nacional. Vejam como será o 1° round da etapa ?#?PBRSPRING? http://bit.ly/1i446UM Acompanhem ao vivo, através do canal www.CarbonTV.Com, à partir das 22 horas/horário de Brasília.
3;"Mais um Valente ""ativista"" do arco-íris, contra a gente. Se este projeto fosse do Jean Willys  tava cheio de SIM verdinho aquí. "
3;e onde o senhor fabio valente viu algum animal mau tratado no rodeio,,conhecer antes de falar tambem é cultura,,falar coisas sem saber tambem é ignorancia.
3;onde o brasileiro evolui,,,matam aqui por nota de 50,,matam pessoas por aqui na porta de igreja,matam pesoas sem conhecer por vingança,,agora me diga onde é esse pais que vc mora tão evoluido que vou pra lá.
3;vc dever ser um babaca criado com avó,,onde vc viu um circo de crueldade,,posso te mostrar como vivem animais de rodeio,,com certeza mais felizes que vc que fala coisas sem saber,,perca um pouquinho de seu tempo e conheça.se gosta tanto da evolução se preocupe um pouco com seres humanos que estao abandonados pelas ruas de sao paulo,,os animais de rodeio não precisam de sua ajuda,,eles ja são muito bem cuidados e livres do matadouro..aprenda seu ignorante,,porque falar coisas sem saber também faz parte da ignorancia,
4;e oq ue é cultura para vc,, A parada gay.cada um tem a culura que gosta ou que foi criado.
3;O luiz paulo precisa aprender que animais mestiços que não vão para o rodeio vão para o matadouro eles não tem terceira opção,,entao é melhor voce fiscalizar como vivem,como são tratados do que condená los a morte,,ja existe uma lei desde 2002 que protege eles de maus tratos entao confira de perto e denuncie quando ver algum mau trato antes de querer manda-los direto para o matadouro.
3;Aí Nazário  não dê sastifação a este padeiro distraído da Sacomina politiqueira, não. Sastisfação se presta á autoridades  á médicos veterinários, ao judiciário, as entidades protetoras dos animais com CNPJ. Não á um pobre infeliz  sectário do ex-BBB, frustrado com o próprio cipózinho  um ser que tranformou sua área de esgoto, em área de lazer  e que no fundo  adora ficar aquí no meio da peonada.
3;So nesse final de semana mais de 347 rodeios sendo realizados no pais,,vá atras da sua turma de frutas ou LGBT,como voce queira ser chamado nao me importa, e se por acaso quiser vir passear no rodeio ,não temos nada contra,cada um vive como quer..se come carne ou capim tambem não é problema meu,,cada um come o que bem entender,,seja feliz.
3;Ta entendido porque voce tem tanta raiva de rodeio,,voce é gay,,,vegano,carente,,mas ate entao o que voce tem contra a gente montar os animais,,sera que isso é muito bruto pra seus pensamentos,,fique calmo estamos acostumados
2;Como voce pode ser tão lunatico e burro e ignorante,,animais que não vao para o rodeio vao para o abate, a unica chance que um animal desse tem de chegar a idade adulta é sendo de rodeio,,conheça como vivem e como são tratados,,se vc nao come carne existem 210 milhoes de cabeça de gado esperando para serem abatidas e não é voce que vai protege las..viva a realidade ,viva nesse mundo,nao nesse mundo de ilusao que voce imagina,,,cresça voce ja tem até barba,,, vire hominho...
5;Dedicado à Sacomita pão-com-ovo: Goste ou não  Expoingá 2016 - Em breve. www.expoinga.com.br
3;"Em Maringá, ocorre a cada mês de maio, em comemoração às festividades do aniversário do município, uma feira agroindustrial, a ""Expoingá"". A feira é responsável por trazer a Maringá o que há de novo no setor de tecnologia e maquinário agroindustrial. Outro ponto forte da festa são os rodeios que figuram entre os mais importantes do Brasil. (Fonte Wickipedia). Isto me dá um prazer, cara...!!! Na casa da bandida. "
5;Veja o restrito: Hora do Rodeio: Agenda 2015 www.horadorodeio.com/p/agenda-2015.html
5;Veja o restrito: De 15/04 a 19/04 Sales de Oliveira Sales de Oliveira De 09/05 a 12/05 BSBPBR: Facilpa Lençóis Paulista De 16/05 a 18/05 Jaguariúna Brahma Country Festival Jaguariúna De 16/05 a 18/05 Expolavras Lavras De 29/05 a 02/06 Pedro Leopoldo Rodeio Show Pedro Leopoldo De 30/05 a 02/06 BSBPBR: Divinaexpô Divinópolis De 12/06 a 15/06 BSBPBR: Rodeio De Americana Americana De 13/06 a 16/06 BSBPBR: Expoagro Santa Helena Santa Helena de Goiás De 19/06 a 22/06 BSBPBR: Rodeio Show De Nhandeara Nhandeara De 20/06 a 23/06 IRON: Rodeio De Americana Americana De 27/06 a 29/06 CBB: Expô Ficap Santa Fé do Sul Santa Fé do Sul De 27/06 a 30/06 Espirito Santo do Turvo Espirito Santo do Turvo De 04/07 a 07/07 BSBPBR: Exposição Agropecuária Paranaiba – ExpoPar Paranaíba De 11/07 a 14/07 BSBPBR: Exposição Agropecuária Quirinópolis De 11/07 a 14/07 BSBPBR: Guaxupé Guaxupé De 17/07 a 21/07 BSBPBR: Rio Preto Country Bulls São José do Rio Preto/SP De 17/07 a 20/07 BSBPBR: Rodeio Fest Morro Agudo Morro Agudo/SP De 01/08 a 04/08 BSBPBR: ExpoPrima Primavera do Leste De 01/08 a 04/08 BSBPBR: ExpoCampo Campo Alegre/GO De 01/08 a 04/08 BSBPBR: ExpoFrutal Frutal De 08/08 a 11/08 BSBPBR: Festa Do Peão De Indaiatuba Indaiatuba De 28/08 a 01/09 BSBPBR: Festa do Peão Leme Leme De 12/09 a 15/09 BSBPBR: Rodeio de Limeira Limeira De 23/10 a 27/10 World Finals Las Vegas/NV De 11/04 a 13/04 Expo Londrina 2014 Londrina/PR De 08/05 a 11/05 Rio Pardo Expo Show São José do Rio Pardo De 29/05 a 01/06 DivinaExpo - Monster Energy PBR Divinópolis/MG De 13/06 a 15/06 Festa do Peão de Americana Americana/SP De 19/06 a 22/06 Festa do Peão de Americana Americana/SP De 27/06 a 29/06 Pilar do Sul Invitational Pilar do Sul/SP De 03/07 a 06/07 Exposição Agropecuária ExpoPar Paranaiba/MS De 03/07 a 06/07 Campo Verde Campo Verde/MT De 03/07 a 06/07 Mineiros - GO Mineiros - GO De 10/07 a 13/07 Exposição Agropecuária Quirinopolis Quirinopolis/GO De 24/07 a 27/07 Rio Preto Rodeio Country Bulls São José do Rio Preto/SP De 30/07 a 03/08 Expo Catalão Catalão/GO De 31/07 a 03/08 ExpoFrutal Frutal/MG De 06/08 a 09/08 Campo Alegre de Goiás - GO Campo Alegre de Goiás - GO De 14/08 a 17/08 Festa Do Peão De Indaiatuba Indaiatuba/SP De 21/08 a 24/08 Festa do Peão de Barretos Barretos/SP De 28/08 a 31/08 Expo Claudio Claudio/MG De 28/08 a 31/08 Festa do Peão Leme Leme/SP De 03/09 a 06/09 Guapiaçu -SP Guapiaçu -SP De 04/09 a 07/09 Adamantina Adamantina/SP De 04/09 a 07/09 Ipuã - SP Ipuã - SP De 11/09 a 13/09 Rodeio de Icém 2014 Icém/SP De 18/09 a 20/09 Monster Energy PBR Jaguariúna/SP De 22/10 a 26/10 Final Mundial Las Vegas/NV De 17/04 a 19/04 ExpoLondrina - Monster Energy PBR Londrina/PR De 07/05 a 09/05 Rio Pardo Expo Show - Monster Energy PBR São José do Rio Pardo/SP De 21/05 a 24/05 Goiania - Monster Energy PBR Goiania/GO De 28/05 a 31/05 DivinaExpo - Monster Energy PBR Divinópolis/MG De 05/06 a 07/06 Festa do Peão de Americana - Monster Energy PBR Americana/SP De 12/06 a 14/06 Festa do Peão de Americana - Iron Cowboy - Monster Energy PBR Americana/SP De 02/07 a 05/07 Expo Mineiros - Monster Energy PBR Mineiros/GO De 02/07 a 05/07 Champions Rodeo Pilar do Sul - Monster Energy PBR Pilar do Sul/SP De 08/07 a 11/07 Rodeio Fest Morro Agudo - Monster Energy PBR Morro Agudo/SP De 16/07 a 19/07 Rio Preto Rodeo Country Bulls - Monster Energy PBR São José do Rio Preto/SP De 16/07 a 19/07 ExpoFrutal - Monster Energy PBR Frutal/MG De 17/07 a 20/07 Boa Esperança Rodeio Internacional - Monster Energy PBR Boa Esperança do Sul /SP De 30/07 a 02/08 Expo Catalão - Monster Energy PBR Catalão/GO De 06/08 a 09/08 Divisão de Acesso Natividade da Serra/SP De 06/08 a 09/08 Divisão de Acesso Carmo do Cajuru /MG De 20/08 a 23/08 Final Monster Energy PBR - Festa do Peão de Barretos Barretos/SP De 27/08 a 30/08 Festa do Peão de Barretos - Monster Energy PBR Barretos/SP De 27/08 a 30/08 Monster Energy PBR Cláudio/ MG De 03/09 a 06/09 Adamantina - Monster Energy PBR Adamantina/SP
5;Veja o restrito de novo: Calendário - PBR - pbrnow.com.br/pbr/calendario.php
2;Rapaz que voce é frutinha nos sabemos,,mas não queira ter os mesmos gostos que vc,,cada um faz o que quer,,não quera que todo mundo seja como vc..seja feliz do seu jeito,, e deixa a gente do nosso
2;calma voce esta muito tensa,,os animais que não vao para o rodeio vão para o abate,,voce esta a favor de quem ,,quem voce acha que esta protegendo tirando do rodeio e levando para o abate
4;Diversão nas costas, é contigo mon cherry.
3;Se voce é gay o problema é seu cada um da o que quer,,não tenho nada contra,,só não queira que as pessoas tenha o mesmo gosto que voce.
4;Rooonc...!!! zzz
1;Essa preservação não impede que a atividade seja regulamentada e aprimorada com o passar do tempo. Devemos ter em conta que a população atendida pela atividade explorada economicamente não pode ser considerada menos importante que o animal em questão. Contudo, não se deve admitir exageros, ou qualquer aspecto cruel no trato do assunto.
4;Conheçam antes de Criticar.
1;Assista tudo sobre rodeio, e debates ao vivo, rodeio ao vivo, BRASIL RURALTV.COM, uma vitória para o rodeio,, kkkkkkkk.
2; Alma fake penada, a sra. faltou nas aulas de geografia  isto tudo aí que a sra. citou, ocorrem nas touradas da Espanha.
2;Buenas, gaudério  guapo das querências. Barbaridade! tú tem toda razão, taura. Raça de hipócritas esta gente do Não  merecem chilena no suvaco  e rebenque no lombo, tchê.
4;onde vc viu algum animal de rodeio ser torturado,,tambem é falta de cultura falar coisas sem saber,,se ja estivesse visto de perto jamais falaria isso,,tenha um pouco de culura vc tambem e conheça antes de falar
3;Violencia é vc falar sem nunca ter visto de perto,,não fale coisas sem saber ,milhares de familias sobrevivem desses eventos,,entao conheça antes de criticar,, se nunca viu de perto ,não fale tanta bosta,,animais de rodeio são tratados como atletas,,teem vida longa e comida farta,, se não fossem de rodeio seriam abatidos,,entao veja de perto antes de falar de violencia,,violencia voce esta fazendo de falar coisas sem saber,,
2;"Traidor chimango. Não é digno de pisar no chão sagrado do Rio Grande  berço do rodeio crioulo  que foi desbravado por tropeiros e peões, em lombo de animais  assim como o restante do Brasil. Pela fotinha do perfil, dá pra notar que é um ""Zé Tramposo"" mimadinho da capital  renegando suas raízes. Não serás um gaúcho verdadeiro, jamais. "
3;eu queria saber qual evento vc visitou,qual fazenda vc visitou,para falar que esses animais sofrem violencia,,falar coisas sem saber tambem é falta de cultura,se voce se julga uma pessoa culta,,aprenda e conheça antes de falar.
2;Alma fake penada, a sra. faltou nas aulas de geográfia  isto tudo aí que a sra. citou, ocorrem nas touradas da Espanha.
1;e por acaso vc ja foi ver de perto como vivem e como sao tratados esses animas,,eu crio cavalos que fazem provas dos 3 tambores se quiser conhecer de perto garanto que nao veras nenhum sofrimento.
3;Pra falar em sofrimento vc tem que conhecer de perto esses animais de rodeio seriam abatidos se nao fossem de rodeio,,conheça informe-se antes de falar coisas sem saber.
4;onde voce viu de perto..em qual evento vc foi,,se não viu porque fala..isso também é falta de cultura,,falar coisas sem saber.
4;acabou os jogos pan americanos e teve provas equestres por la,,vc postou alguma coisa,,todos os dias tem corrida no joguei clube ,,e vc ja foi la dar seu depoimento,,tambem vá as corridas de cachooros porque tambem são animais iguais aos outros,
4;em qual festa vc viu sofrimento.... nao fale coisas sem saber,conheça antes de falar.
3;"Irei negociar com dirigentes de rodeio , Rogério Pait, Henrique moraes, Adriano moraes"" tri campeão mundial"" entre outros, para montar um stand, na entrada das festas de peão com alguns computadores, e representantes para orientar como votar, aí sim estamos na nossa área, porque dentro de casa o benefícios é só pro ""NÃO"" o sertanejo que gosta do rodeio, nem email eles têm, só assim poderá votar, eles saberá que sem rodeio, os touros irá para o abate! "
2;"Hoje tem mais rodeio sanguinolento, ""OBJETIVO de CONSEGUIR"" na primeira noite, 5 touros mortos, 8 com a perna quebrada e 10 morrerá por não se alimentar uma semana, por motivo de stress. Vamos nessa, eu estou com um chicote feito de corrente de moto serra, vou ganhar esse rodeio! "
3;E O QUE É CULTURA PARA VOCE,,PESSOAS SEREM MORTAS NA PORTA DE IGREJA,,OU VOCE SER MORTO POR UM APARELHO CELULAR,,CADA UM TEM A CULTURA QUE QUER OU QUE FOI CRIADO,QUEM DISSE PARA VOCE QUE A SUA CULTURA É CULTURA.SE NAO GOSTA RESPEITE QUEM GOSTA ,,ISSO TAMBEM É CULTURA.
3;Veadanismo..., ops, veganismo é cultura norte-americana também  vocês copiaram as idéias malucas do lunático Pato Donald Watson (1910 - 2005, já foi tarde). E aí? tem moral prá falar da gente?. Outra coisa  Juninho Bio  o rodeio originou-se no méxico  as regras que, são norte-americanas, e, o rodeio em cavalos, estilo Cutiano, é genuinamente brasileiro. Istuda minina.
4;Cade os animais que vc cuida Senhora Ana dos Animais.
2;Kkkkkkkk vocês não coloca sua vida pessoal, Mas quer intrometer na dos outros!? Afinal bois de rodeios ou de abates são todos particulares!! Você é apenas uma hipocritazinha que não tem onde cair morta, vai procurar sua vaga nos asilo ai, porque é pra lá que você vai daqui uns dias!
3;SÓ QUERO DEIXAR BEM CLARO QUE VC É DEFENSORA DE ANIMAIS MAS NÃO CUIDA DE NEHUM E SÓ SABE CRITICAR QUEM CUIDA.
2;vc se denomina Ana dos Animais,mas nao cuida de nenhum
2;De boa vontade o inferno ta cheio,,nos mostre os animais que vc cuida,,irei visitar com o maior prazer e adotarei algum,vc fala muiiito.
3;Sabemos que voce é contra o rodeio,só queremos saber como voce cuida de seus animais,,justamente por ser tao contra,,vc deve ser exemplo de como cuidar de animais.
1;tenho cavalos que participam de rodeios na prova dos 3 tambores e os meus estao a sua disposição para vc ver como sao cuidados,,simplesmente gostariamos de ver como voce cuida dos seus,,pois vc fala tanto em maus tratos que os seus animais devem ter tratamento diferenciado.
4;REALMENTE SENHORA aNA,ESSA É OTIMA OPORTUNIDADE PAR NOS MOSTRAR COMO VIVEM SEUS ANIMAIS,,POIS QUESTIONA TANTO COMO CUIDAMOS DOS NOSSOS,ENTAO NADA MELHOR DO QUE MOSTRAR COMO CUIDA DOS SEUS
3;"Seu discurso tipo arca de Noé, é muito bonitinho  mas a realidade aquí é outra mademoiselle  seu voto não têm nada em prol dos animais, porque é um voto de vingança política. Se você não simpatiza com determinado político  resolva com ele, não prejudique quem não tem nada a ver com sua ""guerrinha"" ideológica. Vote com o coração  não com o ânus. "
2;o problema é seu eu não sou vegano como animais,,não como com seu dinheiro crio meus proprios animais ,,não trato deles com seu dinheiro,,para mim vc pode comer ate capim,,o problema é seu,,se quiser vir ate minha casa tenho uma propriedade em amparo sp,, perto da entrada da cidade,, venha aqui que ensino a comer carne,,
2;Só porque é vegano vc quer que todo mundo seja,,, cada um come o quer,,ja imaginou se formos na sua casa de obrigar a comer carne.
2;Entao infelizmente voce está no pais errado,,nosso rebanho é de 210 milhoes de cabeça de gado,,14 milhoes de ovinos,,35,2 milhoes de suinos,,14,2 milhoes de cabrinos e todos esses rebanhos são destinados para o abate..
3;Vc é mesmo esquisito porque não come carne acha que ninguém pode comer,,vc é LGBT acha que todo mundo tem que ser,,viva sua vida da maneira que voce mais gostar,,mas deixe a gente viver a nosso tambem da maneira que a gente mais gostar.cada um na sua.
1;vc come flores.. nao temos nada contra ,cada um come o quer
4;alguém vai na sua de falar o que vc tem que comer,,entao pare de falar o que a gente tem que comer.
2;vai procurar sua turma seu frutinha,,se quiser me conhecer de perto minha propriedade fica em amparo logo na entrada da cidade e só vc chegar e perguntar pelo paulao calanchue tem uma placa enorme na entrada e se quiser fazer um estagio e aprender virar homem pode passar uma temporada aqui.
2;vira seu babaca
4;"Na hora que tem o bife mal passado na mesa, carne coisa mais linda assada, ou até a mortadela no pão, ninguém sente pena e se dizem ""protetores dos animais"", isso que me apavoro!! "
2;Acorda família do rodeio: Estamos perdendo na votação graças a divergências ideológicas entre o Capitão Augusto e a comunidade LGBT. Qualquer projeto que o Capitão apresentar, eles vão votar contra  e nós do rodeio, que não temos nada a ver com o peixe, estamos pagando o pato. Ninguém do NÃO está preocupado com animais de rodeio coisa nenhuma  a regra é votar pura e simplesmente contra qualquer proposta do parlamentar  para tentar desqualificá-lo. Acho injusto  pois não vejo ninguém do rodeio detonando o PLC 5120/2013  para contrariar seus interesses, apenas por picuínhas políticas.
3;Comunidade LGBT, e o mundo do rodeio sempre conviveram em harmonia, sempre foram bem-vindos em nossos eventos  não se deixem influenciar por ideais políticos. Não será meia dúzia de bichinhas pão-com-ovo, feito a srta. Sacomana de Maringay  que vão abalar nosso convívio.
1;Ahh entendi o que esta acontecendo,,não temos nada contra,, fica tranquilo
1;Porque voce nao falou antes,,nao temos nada contra cada um faz o que quer
1;vc tem cara cara mesmo de LBGT,,mas nao tenho nada contra cada faz o que quer a vida é sua viva feliz.
4;“Podemos julgar o coração de um homem pela forma como ele trata os animais.”  Immanuel Kant, filósofo
2;Esta parte do fudido  é a tua praia milady.
2;Esta sua posição na fotinha do perfil...! este sorrizinho pervertidinho...! esta carinha de dor e prazer. Sacomita, você estava sendo empaletado neste momento  certeza!
3;cultura é tambem vc saber o que fala..onde vc viu animal sangrando com partes do corpo quebrado sua imbecil,,ja existe uma lei que os protege de maus tratos desde 2002 ,,existem hoje como o touro BOca quente qu foi adquirido por 312 mil reais,,que pagaria isoo para quebrar ele todo depois,,conheça antes de falar,,isso tambem é cultura.
6;A senhora Ana dos Animais fala que protege animais mas castra os que pega,,qual vantagem de ter seus sacos arrancados ,,isso é bom trato .
4;Só quero ver como vivem os animais que voce cuida..vou até adotar um..voce fala o dia inteiro que animais de rodeio sao torturados vamos ver como vivem os seus,,quero ver se sao mais bem tratados que os meus,,pago suas despesas.
1;eu ja tenho veterinario responsavel,so quero te mostrar como vivem os meus e quero ver como vivem os seus
4;Pare com desculpas cade seus animais.
1;Na minha propriedade as portas estao abertas para a senhora,, se quiser posso mandar te buscar com todas as despesas paga.mas terei o maior prazer de ver como vivem seus animais tambem.
1;Cade os animais que vc cuida..... nos mostre por favor,terei o prazer de ir até onde eles vivem para conferir como vivem e como sao tratados.
2;Li e acabei de ler que vc faz campanha de castração vc acha que um animal castrado é feliz,,quer comparar um cachorro castrado com um sem castrar,,onde está os bons tratos nisso.
4;Dona Ana dos Animais a senhora não esta entendo, vc fala que trabalha na causa ,,mas cade os animais que vc cuida ja que fala tanto sobre maus tratos cade os animais que vc cuida,,os meus estao a sua disposisao pra vc ver de perto a hora que quiser com despesas pagas.me mostre os seus e terei o maior prazer em te mostrar como vivem os meus.
3;Ana para de conversa fiada, você no máximo cuida de uns dois gato e si acha protetora dos animais!
4;Eu não vou em feiras pra ver gatos e cachorros, trabalho apenas com animais brutos!!
4;"Aí Rita, respeitar os animais é deixar ele viver, ""NÃO"" só vai mandar os touro para o matadouro! Diz ai: porque ninguém fala dos cavalos da polícia militar? "
2;Só decepção com esses defensores de animais, tantos cães para adotar e maioria prefere pagar caro em um cachorro de raça. Vejo direto alguns, saírem de manhã com seu cãozinho. Na mão direita a corrente com o cão, e na esquerda um cabo de vassoura, pra dar no cãozinho de rua que vem, brincar com eles, vou começar a filmar e lançar na net.Outro dia precisei de um defensor, xiiii, de frente meu trabalho colocaram fogo no pasto, tinha uma égua presa lá, eu não tinha corda, soltar seria errado, liguei no bombeiro, xiiii, polícia, me mandou ligar na polícia ambiental, tive que tirar minha cinta e tirei o animal de lá, só que ele voltou pra lá e passa fome e sede, procurei zôo nozes, xiiii, eles não pode por a mão, aí pensei, vou procurar a turma do NÃO eles vai vim, com aquele policial que matou um cavalo em uma rodovia e pronto manda matar que cada o sofrimento do cavalo, é isso que querem com os touros mesmo!
3;vc trabalha na causa animal,,mas cade os que vc cuida eu quero ver os qque vc cuida,, os meus eu posso te mostrar a hora que vc quiser e te pago as dispezas,
1;terei o maior prazer em adotar um animal que vc cuida,,mas quero ver como vivem seus animais,,de perto quero ver o que faz por eles,,vc fala muito que animais de rodeio sao maus tratados,,venha conhecer os meus ,no sitio e no rodeio quero que vc acompanhe de perto e me mostre os maus tratos,,agora eu quero ver os seus como sao tratados,,os meus tem nutricionistas e veterinario 24 horas e muita comida em fartura venha conferir com seus proprios olhos,,mas eu quero ver e acompanhar como vivem os seus tambem..seu que vc mora em campinas e minha propriedade é em amparo perdinho dai,ç
4;Senhora Ana dos Animais,,nos mostre seus animais.
4;a senhora ana dos animais que diz ser protetora esconde como cuida de seus animais,,estamos em uma campanha para mostrar animais de rodeio para ela e ver como ela cuida dos dela,,mas ela sempre inventa alguma historia para nao mostar os dela.e nem conhecer como vivem os de rodeio.
2;esses animais seriam mortos se nao fossem de rodeio e onde vc ve respeito na morte..
2;vc ja viu algum animal de rodeio de perto,,como vc afirma que passam por medo,angustia,,vc ja foi a um matadouro e ja viu a rea ao deles quando sentem cheiro de sangue e nem por isso deixam de morrer.
4;Lei nº 10.220, de 11 de Abril de 2001. Parágrafo único. Entendem-se como provas de rodeios as montarias em bovinos e eqüinos, promovidas por entidades públicas ou privadas, além de outras atividades profissionais da modalidade, organizadas pelos ATLETAS e, entidades dessa prática, ESPORTIVA.
6;É mesmo Luiz Paulo? Só que talvez você não saiba a diferença entre uma pessoa é um animal eu vou ti explicar, as pessoas escravizados era seres como você, racionais e com capacidade de sobreviver sozinhos, diferentes de touros que são irracionais e não si auto sobrevivem!!
3;A senhora Ana dos animais assistiu o rodeio de barretos pela televisao como ela mesmo disse,,viu que em 10 dias de evento nenhum animal saiu ferido ou lesionado,ainda viu as condicoes de saudade que estavam os animais e mesmo assim continua dizendo que eles sao maus tratados,, sera que a senhora realmente e protetor de algum animal ou quer apenas aparecer,,
2;eu quero visitar a sua,,visitei uma em ouro fino mg e me desepcionei,um monte de cachorros fechados em canis pequenos e desconfortaveis,,para mim aquilo [e uma prisao perpetua,, quero ver os seus animais porque vc acha que todos os animais de rodeio sao maus tratados entao nao custa nada voce mostrar como cuida dos seus,
4;voce fala tanto em proteger os animais mas n'ao quer mostrar os seus,,porque sera .
3;quem cuida bem nao tem nada para esconder,,posso te mostrar os meus a hora e quando vc quiser
1;tenho animais a menos de 50 km de campinas em elias fausto,,venha conhecer os meus.. aqui nao tem nada para esconder
1;maravilha dona ana,,venha entao ate amparo conhecer os meus,,os seus pelo jeito vc vai esconder,, tem varias pessoas querendo mostrar seus animais para vc,mas vc se recusa a ver ,,acredito que [e para nao mostrar os seus,,,
4;e vc acha que esse acumulo de caes os fazem mais felizes que animais de rodeio.
4;me mostre como vivem os animais que vc cuida,, e venha conhecer os meus,,essa e a questao.
1;estou esperando,,to ansioso para conhecer de como vc cuida de seus animais,,pelo tanto que vc fala os seus animais devem comer caviar..me mostre por favor.. e se quiser conhecer os meus vou te buscar em campinas.
4;Os bois de rodeio também são particulares! Então cuida dos seus animais ai que cuidamos dos nossos!
1;Pare de desulpas cade seus animais,,vc como protetora tem que cuidar de animais carentes,,os meus terei o maior prazer em te apresenta-los estou pertinho de sua cidade,, venha ver como vivem e como são tratados pagarei suas despesas. quero ver os seus e comparar quem vive melhor...
1;Senhora Ana dos animais fiquei sabendo que a senhora mora em campinas eu moro em amparo ai pertinho,terei o maior prazer de te apresentar meus animais e de conhecer os seus,,vamos combinar.
4;em qual evento vc viu uma crueldade com um animal,,nos diga o nome do animal e do agressor..
1;Senhora Ana dos animais trabalho com animais de rodeio e eles estao a sua disposição no municipio de Ouro Fino Mg.para quando e a hora que a senhora quiser visitá los,,e por favor gostaria muito de conhecer tambem como vivem os seus.
1;a hora que vc quiser essa semana estaremos em jacutinga mg
1;Com o maior prazer,,quero sim fazer uma visita e com certeza adotarei um..e se wuiser visitar os meus fiam no bairro da caneleira municipio de ouro fino..
1;pode passar como posso ver seus animais.. terei o prazer de adotar um,
1;To esperando,,quero conhecer,como vivem o que comem,,onde passeam seus animais..irei com o maior prazer adotar um.
1;que legal que resolveu ir conhecer,,moro em amparo pertinho da senhora posso te acompanhar a um rodeio para vc filmar de perto eles no dia a dia e no rodeio,e tambem vamos ate seu canil ver em que condicoes vivem os seus.. se quiser podera ser esse final de semana.
4;estou esperando sua resposta.
1;estou esperando sua resposta,,quero aprender como cuidar de animais com vc
4;Moro em amparo pertinho de vc,,quero te mostrar os meus e conhecer os seus animais.
3;Eu até poderia adotar um animal seu, mas eles foram muito judiados quando foram castrados!
2;vergonha é vc falar coisas sem saber,
1;Concordo Plenamente!!
