1;2;3;Vejam bem, maioria dos homens apoiam. maioria de mulheres não. Homens tendem a serem lógicos, mulheres emotivas. Sera que mulheres acham que rodeios é judiação de animais? O que é claramente equivocado da parte delas. Como também isso se repete na PL3722, homens pensam logicamente, e são mais favorável ao cidadão ter menos restrições a armas de fogo para proteger seu patrimônio e sua família. Ja as mães, familiares, namoradas(os), principalmente de bandidos, acham isso um terror, por que qual mãe quer ver o filho bandido morto praticando um assalto? Logo são contra o direito das vitimas de si proteger do seu filho bandido. Vote consciente, vote com razão e não emoção! Brasil melhora rapidinho. 
371;3;2;Graças a depoimentos de pessoas que não sabem e nunca viram como realmente funciona o projeto passou facil pela camara dos deputados e pelo senado,, as pessaos que estavam la que eram contra abandonaram a seção na metade quando viram que seus argumentos  eram falsos e mentirosos começando por aqueles que foram la falar que os touros tem o saco apertados..fizeram feio hein !! 
372;3;3;Realmente pelos depoimentos dessas pessoas do não é que nosso esporte fica cada vez mais forte e vai oferecer 1 Milão de real ao campeao brasileiro.nunca viram de perto e ficam achando que animais de rodeio tem o saco apertado e que competidores usam facas nos pés,assim fica de debater em assembleias que discutem esse assunto.conheça senhora beatriz é horrivel falar coisas sem conhecimento de causa. 
373;2;2;Não fala  bosta sem conhecer,,onde voce viu um touro ou cavalo de rodeio de perto,animais que teriam sidos mortos na adolecencia,,tem acompanhamento veterinario 24 horas,pastos fartos.ração balanceada,,um animal de 100 Kg montado por uma pessoa de 8o kg,,nao tem o saco apertado como vc pensa e nem tomam espadas como touros de touradas,,trabalham no maximo 16 segundos por semana,,enquanto outros animais da fazenda trabalham pesado,puxando carroças,muitos em arados onde os tratores nao chegam,,outros em charretes para transportar pessoas rurais que ainda noa tem carro,,aprenda,conheça o mundo rural,,se podemos come-los,porque não podemos monta-los 
374;4;4;Não fale coisas sem saber,tenho cavalos que realizam provas dos 3 tambores e te desfio a ver se seus animais são mais bem ratados do que os meus a hora que voce quiser, te mostro os meus e quero ver os seus. 
375;3;3;Voce acha que alguem aqui é tão idiota que teria prazer em ver o sofrimento animal,,esses animais são tratados como astros,viajam em caminhoes modernos e confortaveis e vivem como filhos unicos,,conheça de perto antes de criticar,,animais esses,que se não fossem de rodeio ja teriam virados churrasco a muito tempo. 
376;2;2;Onde voce viu um animal de rodeio ser torturado,,não fale coisas em saber,,vá a uma fazenda que cria esses animais e conheça antes de falar o que não sabe 
377;2;2;Por acaso,onde foi que voce viu um animal de rodeio de perto ?? ONde foi que voce viu como vivem e como são  tratados ?? noa seja ridiculo e não fale coisas que não conhece. 
378;1;1;Meus animais devem ser mais bem cuidado que voce,,conheça e aprenda antes de falar coias sem saber 
379;4;4;e onde a senhora viu como vivem e como são tratados esses animais de perto ? 
380;3;1;Enfim acabou essa palhaçada de Carnaval regado à drogas e pornografias,  e que ainda é pago com dinheiro de trabalhadores,  ao invés de investir onde realmente precisa,  enquanto o governo rasga dinheiro com umas merdaa de festas dessas,  vamos agora começar nossos rodeios e ajudar as pessoas e instituições que seria dever do governo!  QUE COMECEM OS RODEIOS,  VIVA O RODEIO,  RODEIO SIM É CULTURA,  E AINDA LEVA AJUDA PARA PESSOAS E INSTITUIÇÕES POR TODO BRASIL!!!!  
381;2;2;vai caçar sua turma moleque,,esqueceu de mim,, ja te chamei pra vir no meu sitio diversas vezes pra te ensinar como vive o homem do campo,,quer que te passe o endereço de novo ? nao damos palpite na sua vida e deixe a nossa em paz 
382;2;2;Pessoas leigas ainda acham que animais de rodeio sofrem maus tratos,,porque nao perdem um tempinho e vao conhecer de perto. 
383;2;2;Onde sera que a  Andreza viu um touro ou um cavalo de rodeio sendo maltratado,,se viu porque não denunciou ja existe uma lei desde 2002 que protege eles de maus tratos. 
384;4;2;e voce ja viu de perto onde ??,nos diga o onome do animal e do proprietario que estava mau tratando um animal ?? 
385;2;2;E onde voce foi conferir de perto ?? em qual fazenda voce foi ??,nao fale coisas sem saber e sem nunca ter visto de perto. 
386;2;1;Pessoas ainda acham que animais de rodeio tem seu saco apertado,vamos conhecer antes de discutir,com esses argumentos voces jamais irao proteger animal algum 
387;1;1;Amo rodeio,,conheça e se apaixone tambem,animais com vida longa e saudavel e pra quem nao sabe eles nao tem seus sacos apertados. 
388;1;1;Parabens Capitao Augusto,vida longa ao rodeio 
389;3;1;Graças a leigos como o senhor Lipe turmina que acha que animais de rodeio tem seus sacos amarrados,,foi aprovado o projeto de lei,,nao falem coisas sem saber isso só ajuda o rodeio a crescer 
390;1;1;Vida longa ao rodeio,acabou de ser aprovado o projeto na camara dos deputados e no senado. 
391;2;2;onde voce viu um animal com saco marrado seu imbecil,aprenda antes de falar e por acaso voce sabe pra onde vai um boi que nao vai para o rodeio,talvez tambem nao saiba,,vai para o churasco ou para o banco de couro de seu carro,,onde e quando voce viu um animal com saco amarrado.. 
392;2;2;Quanta besteira,,onde sera que voce viu um aniamal de saco amarrado ?? 
393;2;2;Nossa que idiota !! quem de disse que animal de rodeio tem seu saco apertado,aprenda antes de falar não se passe por ridiculo.onde e quando sera que voce viu um animal com o saco apertado,ahh egua noa tem saco e animal castrados tambem não tá. 
394;2;2;realmente voce fala coisas sem saber,,quem te disse que animal de rodeio tem seu saco apertado,,conheça antes de falar o que não sabe.. 
395;2;2;se voce viu um animal com o saco amarrado porque noa denunciou ja existe uma lei desde 2002 que protege eles de maus tratos,o veterniraio responsavel pelo evento pode ser até banido da medicina veterinaria..nao fale coisas sem saber se noa gosta,respeite quem gosta. 
396;1;1;realmente as pessoas do não nunca viram um animal de rodeio de perto,,viva o rodeiooooooo 
397;2;2;vai pentear seu pai seu babaca,por acaso vc vai no joguei clube ou algum campo de polo falar isso para os milionarios que possuem cavalos pr lá 
398;2;2;vai voce pentar macaco seu babaca,onde e quando voce viu um touro ou um cavalo de rodeio de perto,, se noa viu nao fale coias sem saber 
399;2;2;Não seja voce o animal,conheça antes de ciritcar 
400;2;4;o unico macaco a ser penteado aqui dever ser voce,,conheça de perto antes de falar coisas que nunca viu . 
401;2;2;realmente pais desenvolvido sabe que rodeio não maltrata animal,,nos E.U.A acontecem os maiores rodeios do mundo,ja aqui em nosso pais super desenvolvido onde o crime mata mais de 100 pessoas por dia as pessoas acham que rodeio maltrata animal. 
402;3;1;Quem critica não conhece,quem conhece " Ama " 
403;1;1;amo rodeio,,meus cavalos estao a disposição pra quem quiser ver de perto se sofrem maus tratos 
404;1;1;Animais de rodeio são bem mais tratados do que muito humanos nesse pais 
405;1;1;Viva o rodeio,conheçam e aprendam a amarrrr.. 
406;2;2;tambem não gostamos de tanta coisa nesse pais e somos obrigados a aceitar,bandidos nos assaltando e nos matando todos os dias e não podemos andar armados. 
407;2;4;tanta coisa pra os ativista se preocuparem,,como por exemplo , aproibicçao dos veterinarios que querem dar assistencia gratis aos animais carentes e o conselho de medicina veterinaria noa deixa.. 
408;2;2;idiota deve ser voce de criticar sem conhecer,,cuida da sua vida. 
409;2;2;em um país que o crime mata uma pessoa a cada 10 minutos voce sem preocupar com os rodeios,,conheça de perto antes de falar bosta. 
410;2;4;porque voce não falar isso na porta do frigorifico 
411;2;2;ignorante é voce falar coisas que nao conhece,, e falar sem saber 
412;2;2;Absurdo é um preso poder sair pra passar datas festivas em casa e ainda nos assaltar durante a saidinha de natal, dia dos pais e etc... 
413;2;2;se não gosta o problema é seu 
414;2;2;e o que é cultura brasileira pra vc,, Presos poderem sair em datas festivas e nos assaltar,,deputado querendo criar cartilha de pessoas homo sexuais na escola,, ou crianças espancar professores, pessoas serem mortas por um par de tenis ou um celular. 
415;2;3;deveria ,mas não acabou entao respeite quem gosta,,nao vamos na sua casa de falar do que voce tem que gostar ou não 
416;2;2;gente cheia de maldade tem pelas ruas desse pais,que nos mata por um celular ou um par de tenis,o crime mata no brasil por dia que no confronto entre israel e palestino 
417;4;4;problema seu.. 
418;2;1;Problema seu quem te falou que gostamos de tudo que voce gosta 
419;4;2;mas eu não,,respeite quem gosta 
420;2;2;Se voce não gosta o problema é seu,, tambem nao gostamos de ser assaltados e roubados todos os dias e somos,o crime mata mais no brasil  que no confronto entre israel e palestina. e não podemos andar armados 
421;4;4;E dia ???,nao vamos no rodeio com seu dinheiro !!! 
422;1;1;Capitao,, o povo sertanejo esta do seu lado,seja sempre bem vindo 
423;1;1;vai cuidar da sua vida  e do capitao cuidamos nos,,nos os elegemos de novo,o povo sertanejo esta do lado dele,,mostre nos seus animais isso sim é necessario,ou vc tambem cuida de animais fantasma como muitos ativista por ai 
424;2;4;Quem é voce pra vir aqui falar de animais,,cade os seus ? de quantos voce cuida,,se cuida porque os esconde de todos 
425;3;1;Animais de rodeio são tratados como astros do esporte.. vejam de perto antes de criticar 
426;1;1;Parabéns pela vitória Capitão Augusto 
427;4;4;Conheçam antes de criticar,,aprendam !!!!
428;1;1;Parabéns Capitão,,mais uma vitoria. 
429;3;1;Pessoas que nunca viram um animal de rodeio de perto vem dar seus depoimentos,conheçam antes de criticar,,rodeio trata, não maltrata. 
430;2;2;onde voce viu um animal de rodeio de perto,,nos diga o nome do animal que voce viu torturado,graças a pessoas leigas como voce que o rodeio fica mal visto..conheça antes de criticar,,nao fale besteiras. 
431;2;2;vai procurara sua gang,com certeza voce nunca viu na sua vida um touro ou cavalo de rodeio de perto,,e fica falando coisas sem saber, 
432;4;2;onde voce crueldade com um animal de rodeio ?? 
433;4;4;Por acaso ja viu de perto ? 
434;1;1;Rodeio legal não maltrata animal !!!!! 100 ¢ bons tratos 
435;3;1;Graças a essas pessoas leigas e seus depoimentos sem noção o rodeio continua crescendo no brasil e agora com 0 premio de milhão de real para o campeao brasileiro..informem -se ,aprendam antes de ciriticar 
436;2;4;onde voce viu alguma violencia com animais de rodeio ?? conheça antes de criticar 
437;2;4;conheça antes de falar besteiras. 
438;3;3;vamos conhecer antes de criticar,,milhares de animais morrendo de fome e de sede no sertao de pernambuco e voces vem se preocupar com animais que são tratados como verdadeiros astros,com acompanhamento veterinario,nutricionistas,,ração balanceada e que a maioria termina a vida em pasto farto, vivendo apenas como reprodutores !! 
439;4;4;Porque sera que antes de falar mal essas pessoas não vao a uma fazenda onde cria touros e cavalos de rodeio e conheçam de perto como vivem. 
440;4;4;Realmente essas pessoas nunca viram um cavalo ou touro de rodeio de perto. 
441;2;2;Graças a essas besteiras que pessoas leigas vem aqui falarem,que o rodeio passou pela camara dos deputados sem problema algum,,conheçam antes de falarem tanta besteiras 
442;2;2;Conheça antes de falar tanta besteiras,,somos o terceiro maior produtor de carne do mundo,nosso rebanho é 210 milhoes de cabeça de gado,,animais que não selecionados para o rodeio vão para  frigorifico junto com essa maioria 
443;2;2;Vai cuidar da sua vida,, e perca um pouquinho de tempo e conheça como vivem e como são tratados animais de rodeio,,talvez respeitamos muito mais os animais que voce,,que falando besteira sem saber,,interagir com animais nao significa maltratar animais, 
444;4;4;Onde voce viu um touro de rodeio de perto,,vc tambem acha que eles tem seu saco apertado ?? 
445;2;2;a gente não pode montar em um touro,mas voce pode come-los,,vai te catar,vai procurar sua turma 
446;2;2;Onde e quando voce um touro ou um cavalo de rodeio ser torturado,,conheça antes de falar 
447;2;2;Por acaso voce ja viu perto,,com certeza não,,entao conheça antes de falar tanta besteiras 
448;4;4;Onde voce viu um animal de rodeio de perto ?? 
449;4;4;Onde e quando voce viu um animal de rodeio de perto ???????? 
450;4;4;Por acaso voce ja viu um touro ou cavalo de rodeio de perto ?? 
451;2;2;conheça antes de falar tanta bosta 
452;2;2;Cavalos e touros de rodeio não são como animais de circo que quando resgatados do circo vão para o zoologico,esses animais se não forem para o rodeio vão para o frigorifico,talvez a unica forma de um animal desse atingir   a idade adulta,ser tratado como um astro e morrer como um reprodutor é sendo de rodeio,caso contrario morreria com menos de 3 anos idade pendurado em algum gancho de açougue,,devemos conhecer antes de ciriticar 
453;1;1;A unica forma de um animal mestiço ou cavalo redomão conhecer a idade adulta e ser tratado como um astro é sendo de rodeio caso contrario vão conhecer a morte antes de mesmo de tornarem adultos,conheçam antes de criticar 
454;2;2;Essa Ana dos Animais pirou de vez,,surto !!!!!!!! 
455;6;4;Essa Ana dos Animais deve ter os animais mais  bem tratados do brasil,,porque não mostra pra ninguem ?? deve ser mais uma que ganha dinheiro com animais fantasmas 
456;6;2;Vamos esperar acabar os rodeios e vamos até campinas conhecer e aprender com a ana dos animais como fazemos para cuidar dos animais que serão mortos se os rodeios acabar 
457;2;2;Não seja ridicula senhora Ana,aprenda .conheça antes de falar o que foi proibido é que ja estva proibido ,provas de laco e buldog,o rodeio vai continuar normalmente e vai continuar ajudando vidas no hospital do cancer 
458;2;4;Sera que voce toma algum remedio estraga ,,conheça primeiro o que esta acontecendo,,foi cancelado as provas o que ja faz 3 anos que não tem,,mas nas fazendas continuam normal e cada vez mais.. 
459;6;2;nossa que pena !!!! vai sonhandooooooooooooooooooo 
460;6;1;Pra onde mesmo voce acha que vão esses animais se os rodeios acabarem,,para o paraiso da ana ?? 
461;2;2;voce esta usando drogas moça ? o que foi barrado é o que j esta barrado a 2 anos a prova de laço e buldog. 
462;2;2;Voce toma remedio controlado ?? ou esta tento alucinaçoes mesmo. 
463;2;2;Ta comemorando o que ? por acaso voce sabe pra onde vão os touro e cavalos de rodeio se o rodeio acabasse amanha ? Para o frigorifico,,touros tratados como astros,como atletas,acabariam em um gancho de frigorifico para vira hanburgurer que algum parente comeria em alguma lanchonete 
464;2;2;Como vc sonha com isso,,vc sabia que as provas que acabaram nos rodeios continuam tento em varias fazendas e sem fiscalização nenhuma  porque em fazendas não  são proibido fazer provas algumas,, 
465;5;4;SE quiser em agostso te mando algum convite da festa de barretos 
466;2;4;que triste entao nas datas dessas festas vamos visitar seus animais para conferir como estão sendo tratados 
467;4;4;Conheçam antes de criticar 
468;1;1;Parabens Capitao Augusto 
469;4;4;somos um pais livre,cada um gosta do que quer. 
470;2;2;Porcaria é voce morar em um pais que morrem 154 pessoas por dia assassinadas e voce não poder andar armado para se defender,,e voce vem aqui vem falar de rodeio,,se voce não gosta é só nao ir,nao vamos na sua casa te chamar para assistir um rodeio, 
471;2;2;O QUE É PORCARIA PARA VOCE,PODE SER BOM PARA OUTRAS PESSOAS,QUEM TE DISSE QUE O QUE FAZ É BOM 
472;4;4;meus cavalos estão a disposição para quando quiserem ver de perto como são tratados 
473;3;2;Rodeio "Trata " e não maltrata 
474;1;1;Valeu Capitão Augusto 
475;2;2;O babaquinha que chama todo mundo de fake voltou,,ja te passei meu nome o nome do meu sitio e onde moro seu otario,venha me fazer visita e aprenda a ser homem,quer que eu passe de novo. ?? 
476;2;2;vai tomar um sol rapaz olha a cor da sua pele,,ao invés de ficar se entrometendo onde não é chamado. 
477;1;1;Vida longa ao rodeio,,muitas provas que foram proibidas continuam sendo feitas em fazendas sem a menor fiscalização e nem um ativista aparece para acompanhar,pelo menos nos rodeios,toda prova tem que se acompanhada por medicos veterinarios e outras muitas regras a serem seguidas.. 
478;2;2;Moramos em um pais  que o crime mata mais por dia que o confronto entre israel e palestina, que 15 crianças são vitimas de violencia a cada hora,que uma pessoa é assassinada a cada 5 minutos,que 7,2 milhoes de pessoas passam fome, e voces vem achar que as festas do peão são o problema. 
479;2;2;Se voce não gosta o problema é seu meu colega,nao vamos na sua casa te falar do que voce tem que gostar ou ouvir,cada um com seu problema,vá e curta o que for melhor pra voce e deixa as pessoas em paz. 
480;2;1;Cuida da sua vida,cada um gosta do que quer,quem te falou que o que voce gosta é o certo.vai procurar sua turma. 
481;2;3;Só acho que maioria dessas pessoas que estão criticando deveriam conhecer a cultura primeiro, navio só a cultura com ir a um rodeio e ver como tudo funciona se algum animal e maltratado ou alguma coisa do tipo, e se brincar os animais de rodeio tem mais cuidado que vcs tem em casa.... Então quem não conhece não critica pq e uma falta de respeito com nos que gostamos .  
482;2;2;Pessoas que nunca viram um animal de grande porte de perto vem aqui falar coisas que não sabe.. meus cavalos estão a disposição de quem quiser ver de perto como vivem e como são tratados. Gostaria muito de conhecer os animais da senhora Ana dos animais, de perto,porque será que ela esconde tanto. 
483;3;3;Muita gente aqui querendo proibir,,mas não foi, e sim aprovado na camara dos deputadoscom quase unanimidade,então vamos respeitar quem gosta 
484;4;4;Senhora Ana dos Animas cade seus animais ??? 
485;3;1;Vida longa ao rodeio,se gostam ou não é problema seus,também nao gostamos de tanta coisa nesse pais e temos que engolir 
486;2;2;vc mora em um pais que uma pessoa é assassinada a cada dez minuto, e vem falar em primitivo 
487;2;3;Mas não foi,então respeite quem gosta não vamos ai te xingar pela cor de seus arco iris cada um vive como gosta e como quer nesse pais 
488;2;3;Não nos importamos com a cor de seu arco iris entao respeite as diferenças. 
489;1;1;Respeitamos a cor de seu Arco iris,,vc deveria fazer o mesmo e respeitar os gostos alheios 
490;4;4;Senhora Ana dos Animais se gosta tanto de animais e entende tanto deles,nos mostre como cuida de seus animais,,tem muita gente curiosa pra saber como vc cuida dos seus 
491;4;4;Tambem gostaria muito de conhecer seus animais 
492;4;4;Tai a pergunta que não quer calar..Ana cade seus Animais ????????????? 
493;1;1;Sinal que vc não sabe nada de festas mesmo,,jagauriuna ai pertinho de sua casa teve o maior publico dos ultimos seis anos em 2015 e sumaré teve record de publico desde 2010 
494;1;1;eu gostaria muito de poder apresentar para voce meus cavalos de perto e tambem ficaria muito feliz de ver como voce trata seus animais. 
495;1;1;Pode sim estar por um fio mais enquanto estivermos certos lutarwmos pela causa.#RodeioeCultura 
496;1;1;Parabéns capitão pelas palavras no congresso. 
497;2;2;Antes de criticar devemos conhecer de perto 
498;1;1;PARABÉNS CAPITÃO AUGUSTO. 
499;2;2;Absurdo é pessoas que nunca viram de perto falarem coisas sem saber. 
500;1;1;Parabens Capitão Augusto seu nome sera lembrado sempre com muito carinho pelo povo sertanejo
